"";"Version..0...Fixed.Task.";"Task";"Concept";"Att.1...Doppelseitiges.Drucken";"Att.2...Scan.Funktion";"Att.3...Eco.Modus";"Att.4...Kosten.pro.Seite..in.cent.";"Att.5...Heft..und.Lochfunktion";"Att.6...Sterne.Bewertung.von.1..schlecht..bis.5..gut.";"Att.7...Preis"
"11268";235;7;4;1;1;1;2;1;4;2
"11269";235;8;1;1;2;1;1;1;4;3
"11270";235;8;2;1;1;2;2;2;3;4
"11271";235;8;3;2;1;1;1;1;3;2
"11272";235;8;4;2;1;2;2;2;3;4
"11273";235;9;1;1;2;2;2;2;3;4
"11274";235;9;2;2;2;2;1;1;1;2
"11275";235;9;3;1;2;1;1;2;4;1
"11276";235;9;4;2;1;2;2;1;4;5
"11277";235;10;1;2;1;2;3;1;2;5
"11278";235;10;2;1;1;2;1;2;2;5
"11279";235;10;3;2;2;1;1;1;3;2
"11280";235;10;4;1;1;2;1;1;3;3
"11281";235;11;1;2;2;1;2;1;3;3
"11282";235;11;2;1;1;2;2;1;4;2
"11283";235;11;3;1;1;2;1;1;4;1
"11284";235;11;4;2;2;2;2;1;2;3
"11285";235;12;1;2;1;2;3;2;1;4
"11286";235;12;2;2;2;1;3;2;2;4
"11287";235;12;3;2;1;1;1;1;4;4
"11288";235;12;4;2;1;1;1;2;2;3
"11289";236;1;1;2;1;2;2;1;4;3
"11290";236;1;2;2;1;1;3;1;3;5
"11291";236;1;3;2;1;2;1;1;3;2
"11292";236;1;4;1;1;2;3;1;2;4
"11293";236;2;1;1;1;1;2;1;2;4
"11294";236;2;2;1;1;2;1;1;1;3
"11295";236;2;3;1;1;1;1;2;2;2
"11296";236;2;4;2;1;2;3;1;2;3
"11297";236;3;1;2;2;2;3;2;4;2
"11298";236;3;2;2;2;1;3;2;3;5
"11299";236;3;3;2;1;2;3;2;3;2
"11300";236;3;4;1;2;1;1;2;3;4
"11301";236;4;1;1;1;1;1;1;4;3
"11302";236;4;2;1;1;2;1;1;2;2
"11303";236;4;3;1;1;2;3;1;2;1
"11304";236;4;4;2;2;1;1;2;1;2
"11305";236;5;1;1;1;1;3;2;1;3
"11306";236;5;2;1;1;1;3;1;2;3
"11307";236;5;3;2;2;1;2;2;3;5
"11308";236;5;4;2;1;2;3;1;3;5
"11309";236;6;1;2;2;1;1;2;2;2
"11310";236;6;2;2;2;1;3;1;2;3
"11311";236;6;3;2;1;1;2;2;2;3
"11312";236;6;4;1;1;2;2;1;1;5
"11313";236;7;1;1;2;2;3;2;2;5
"11314";236;7;2;1;1;2;1;2;1;5
"11315";236;7;3;2;2;2;1;2;2;2
"11316";236;7;4;1;2;1;1;1;3;1
"11317";236;8;1;1;1;2;1;1;4;1
"11318";236;8;2;2;2;2;2;2;4;2
"11319";236;8;3;1;1;2;2;2;4;5
"11320";236;8;4;1;1;1;2;1;3;2
"11321";236;9;1;1;2;2;1;2;1;5
"11322";236;9;2;2;1;2;2;2;2;5
"11323";236;9;3;1;1;2;2;1;4;5
"11324";236;9;4;1;1;2;1;1;2;5
"11325";236;10;1;1;2;2;3;1;3;4
"11326";236;10;2;1;2;2;1;1;2;3
"11327";236;10;3;2;1;2;1;2;4;3
"11328";236;10;4;2;1;2;3;2;1;1
"11329";236;11;1;1;1;2;3;2;3;3
"11330";236;11;2;2;1;2;2;1;3;2
"11331";236;11;3;1;2;1;1;2;2;2
"11332";236;11;4;2;2;2;2;1;4;5
"11333";236;12;1;2;2;1;3;1;4;3
"11334";236;12;2;1;2;2;2;1;3;3
"11335";236;12;3;1;1;1;1;1;3;1
"11336";236;12;4;2;2;2;3;2;2;3
"11337";237;1;1;2;1;1;1;2;2;3
"11338";237;1;2;2;1;1;3;1;4;5
"11339";237;1;3;1;1;1;2;2;4;5
"11340";237;1;4;2;2;1;2;1;1;4
"11341";237;2;1;1;2;1;2;1;3;5
"11342";237;2;2;2;2;1;2;1;2;2
"11343";237;2;3;1;1;2;2;1;1;3
"11344";237;2;4;1;1;1;2;2;3;1
"11345";237;3;1;2;1;2;2;1;1;3
"11346";237;3;2;1;2;1;2;2;4;3
"11347";237;3;3;1;2;2;2;1;3;1
"11348";237;3;4;2;1;2;3;2;2;1
"11349";237;4;1;1;1;2;1;1;3;4
"11350";237;4;2;2;2;1;2;1;2;4
"11351";237;4;3;1;1;2;3;1;1;2
"11352";237;4;4;1;1;1;2;1;1;1
"11353";237;5;1;1;1;1;2;2;2;1
"11354";237;5;2;2;2;2;1;2;4;1
"11355";237;5;3;1;2;2;2;1;2;4
"11356";237;5;4;2;2;1;3;2;4;5
"11357";237;6;1;2;1;2;2;1;2;3
"11358";237;6;2;2;2;1;1;1;4;3
"11359";237;6;3;1;2;2;2;1;3;4
"11360";237;6;4;2;1;1;3;2;4;2
"11361";237;7;1;2;2;2;3;2;2;5
"11362";237;7;2;2;1;2;3;2;3;3
"11363";237;7;3;2;2;1;1;1;2;2
"11364";237;7;4;2;1;2;2;1;2;4
"11365";237;8;1;1;1;1;1;2;1;1
"11366";237;8;2;2;1;2;1;1;2;1
"11367";237;8;3;1;2;1;2;1;2;1
"11368";237;8;4;1;1;1;3;1;1;1
"11369";237;9;1;1;1;2;2;1;4;5
"11370";237;9;2;1;2;1;2;1;2;3
"11371";237;9;3;2;2;2;3;1;4;3
"11372";237;9;4;2;1;1;3;1;4;2
"11373";237;10;1;1;2;1;1;2;1;2
"11374";237;10;2;2;1;2;1;1;2;3
"11375";237;10;3;1;2;2;1;1;3;1
"11376";237;10;4;1;2;1;2;1;1;5
"11377";237;11;1;2;1;2;3;1;3;2
"11378";237;11;2;1;1;2;1;2;4;1
"11379";237;11;3;1;2;2;1;2;2;3
"11380";237;11;4;2;1;1;1;1;3;3
"11381";237;12;1;1;1;2;3;1;3;3
"11382";237;12;2;1;1;1;2;1;3;1
"11383";237;12;3;1;1;2;1;1;3;5
"11384";237;12;4;2;1;2;3;1;3;3
"11385";238;1;1;1;2;2;3;1;3;1
"11386";238;1;2;2;1;1;1;2;3;1
"11387";238;1;3;2;2;2;1;2;3;1
"11388";238;1;4;1;2;1;1;1;3;3
"11389";238;2;1;2;1;2;3;2;4;3
"11390";238;2;2;1;1;1;2;2;3;2
"11391";238;2;3;1;1;2;1;1;3;3
"11392";238;2;4;1;1;2;3;2;3;4
"11393";238;3;1;1;1;1;1;1;3;5
"11394";238;3;2;2;2;1;2;2;2;4
"11395";238;3;3;2;1;1;2;1;3;1
"11396";238;3;4;2;1;1;3;1;1;4
"11397";238;4;1;1;1;2;1;2;4;5
"11398";238;4;2;1;2;1;1;1;2;1
"11399";238;4;3;1;2;1;3;2;2;1
"11400";238;4;4;1;2;1;2;2;4;2
"11401";238;5;1;1;1;1;3;1;3;3
"11402";238;5;2;2;2;1;2;1;4;4
"11403";238;5;3;1;2;1;3;1;3;1
"11404";238;5;4;1;1;2;2;1;3;1
"11405";238;6;1;2;2;1;2;2;4;1
"11406";238;6;2;1;1;1;1;2;1;1
"11407";238;6;3;1;2;2;1;2;4;3
"11408";238;6;4;1;2;1;3;2;2;4
"11409";238;7;1;1;1;1;3;1;4;4
"11410";238;7;2;2;1;2;2;2;3;5
"11411";238;7;3;1;2;2;1;1;4;5
"11412";238;7;4;2;2;1;1;1;3;5
"11413";238;8;1;2;2;2;1;1;2;4
"11414";238;8;2;2;1;1;2;1;3;5
"11415";238;8;3;1;2;2;1;2;2;3
"11416";238;8;4;2;2;1;2;2;2;4
"11417";238;9;1;1;2;1;2;2;2;5
"11418";238;9;2;2;2;1;2;2;1;5
"11419";238;9;3;2;2;1;2;1;3;1
"11420";238;9;4;2;2;1;2;1;4;4
"11421";238;10;1;2;1;1;3;2;1;5
"11422";238;10;2;2;2;1;2;2;3;5
"11423";238;10;3;2;1;2;2;1;3;3
"11424";238;10;4;1;2;2;1;2;4;2
"11425";238;11;1;2;2;2;3;2;2;2
"11426";238;11;2;2;1;1;2;1;2;1
"11427";238;11;3;2;2;1;2;1;4;3
"11428";238;11;4;2;1;2;3;2;4;5
"11429";238;12;1;1;1;1;1;2;2;1
"11430";238;12;2;2;1;2;1;1;2;4
"11431";238;12;3;1;1;1;3;1;2;4
"11432";238;12;4;1;1;1;2;2;4;2
"11433";239;1;1;1;2;2;3;2;4;2
"11434";239;1;2;1;2;2;1;2;1;2
"11435";239;1;3;2;2;1;3;2;2;1
"11436";239;1;4;1;2;1;1;1;3;4
"11437";239;2;1;1;1;1;1;2;4;4
"11438";239;2;2;1;1;1;1;2;4;1
"11439";239;2;3;2;1;1;1;1;2;5
"11440";239;2;4;1;2;1;1;2;3;2
"11441";239;3;1;2;1;1;2;1;3;2
"11442";239;3;2;2;2;2;3;1;2;2
"11443";239;3;3;1;1;1;1;2;4;4
"11444";239;3;4;2;1;1;2;1;3;4
"11445";239;4;1;1;2;2;1;2;1;5
"11446";239;4;2;2;2;2;3;1;2;3
"11447";239;4;3;1;2;2;3;1;1;5
"11448";239;4;4;2;1;2;3;1;3;3
"11449";239;5;1;2;2;1;3;1;3;4
"11450";239;5;2;2;1;1;2;2;1;1
"11451";239;5;3;2;2;1;1;1;4;1
"11452";239;5;4;2;2;2;2;2;4;3
"11453";239;6;1;2;1;2;1;2;1;1
"11454";239;6;2;1;1;1;3;1;3;4
"11455";239;6;3;2;2;1;1;2;3;1
"11456";239;6;4;2;1;2;3;2;1;5
"11457";239;7;1;1;2;2;1;2;4;1
"11458";239;7;2;1;1;1;1;2;4;5
"11459";239;7;3;1;1;1;1;1;4;3
"11460";239;7;4;2;1;1;3;2;3;5
"11461";239;8;1;2;1;2;1;2;3;5
"11462";239;8;2;1;2;2;3;2;3;4
"11463";239;8;3;1;1;2;2;2;1;2
"11464";239;8;4;2;2;1;2;2;2;3
"11465";239;9;1;2;2;1;1;1;2;5
"11466";239;9;2;1;1;1;3;1;3;1
"11467";239;9;3;1;2;2;2;1;3;3
"11468";239;9;4;1;1;2;1;2;4;1
"11469";239;10;1;1;1;2;2;1;4;3
"11470";239;10;2;2;1;1;1;2;4;2
"11471";239;10;3;1;1;2;3;2;4;5
"11472";239;10;4;2;2;2;2;1;2;3
"11473";239;11;1;2;2;2;2;2;1;5
"11474";239;11;2;1;2;1;2;1;4;2
"11475";239;11;3;2;2;2;3;1;2;3
"11476";239;11;4;2;1;1;1;1;2;1
"11477";239;12;1;1;2;1;1;2;1;5
"11478";239;12;2;2;1;1;3;2;3;4
"11479";239;12;3;1;2;1;3;2;2;4
"11480";239;12;4;1;2;2;2;2;3;4
"11481";240;1;1;1;1;2;3;1;1;1
"11482";240;1;2;2;2;2;2;1;3;5
"11483";240;1;3;1;1;1;1;1;4;3
"11484";240;1;4;2;1;2;2;2;1;1
"11485";240;2;1;1;2;2;1;1;3;1
"11486";240;2;2;1;1;1;2;2;4;5
"11487";240;2;3;2;2;1;1;2;2;2
"11488";240;2;4;2;2;2;1;1;3;2
"11489";240;3;1;2;2;2;2;1;1;1
"11490";240;3;2;1;1;1;1;1;3;4
"11491";240;3;3;2;1;2;1;1;4;1
"11492";240;3;4;2;2;2;1;1;1;5
"11493";240;4;1;1;1;1;1;1;3;5
"11494";240;4;2;2;2;1;2;1;4;5
"11495";240;4;3;2;2;2;3;2;1;4
"11496";240;4;4;2;2;1;1;1;3;4
"11497";240;5;1;2;2;2;2;1;3;3
"11498";240;5;2;2;2;1;1;1;3;2
"11499";240;5;3;1;1;2;1;1;4;4
"11500";240;5;4;2;2;2;2;2;4;3
"11501";240;6;1;1;1;2;3;2;4;4
"11502";240;6;2;1;2;1;3;1;3;2
"11503";240;6;3;2;2;1;1;1;1;5
"11504";240;6;4;1;2;1;2;2;4;5
"11505";240;7;1;2;1;1;2;2;1;1
"11506";240;7;2;1;1;2;1;2;1;1
"11507";240;7;3;1;2;2;3;1;3;5
"11508";240;7;4;2;2;2;2;1;3;1
"11509";240;8;1;2;2;2;3;2;1;4
"11510";240;8;2;2;2;1;2;1;2;1
"11511";240;8;3;2;2;2;1;1;1;3
"11512";240;8;4;2;2;1;3;1;1;5
"11513";240;9;1;2;1;1;3;2;3;5
"11514";240;9;2;1;1;2;2;1;1;1
"11515";240;9;3;2;1;1;3;2;3;1
"11516";240;9;4;2;1;1;1;1;4;5
"11517";240;10;1;1;1;2;3;2;3;1
"11518";240;10;2;1;2;2;2;1;3;3
"11519";240;10;3;1;1;1;1;1;2;4
"11520";240;10;4;1;1;2;2;1;4;4
"11521";240;11;1;2;2;1;1;2;1;2
"11522";240;11;2;2;1;1;2;2;3;5
"11523";240;11;3;2;1;1;3;1;3;2
"11524";240;11;4;1;1;2;1;1;2;4
"11525";240;12;1;1;1;2;1;1;4;5
"11526";240;12;2;2;1;2;2;2;4;5
"11527";240;12;3;2;2;1;2;2;3;3
"11528";240;12;4;1;1;1;1;1;3;2
"11529";241;1;1;1;1;2;2;1;1;1
"11530";241;1;2;1;2;2;1;1;3;2
"11531";241;1;3;2;1;2;3;1;3;4
"11532";241;1;4;2;2;2;1;2;1;2
"11533";241;2;1;2;2;2;2;2;2;1
"11534";241;2;2;2;2;1;2;1;2;4
"11535";241;2;3;2;2;1;2;2;2;2
"11536";241;2;4;2;1;1;1;2;3;3
"11537";241;3;1;2;1;1;2;1;4;2
"11538";241;3;2;1;1;2;1;1;4;4
"11539";241;3;3;2;2;1;1;1;1;3
"11540";241;3;4;2;1;1;2;2;3;2
"11541";241;4;1;1;1;1;3;1;3;5
"11542";241;4;2;1;2;2;1;2;2;5
"11543";241;4;3;2;2;1;2;1;1;1
"11544";241;4;4;1;2;1;1;1;4;1
"11545";241;5;1;1;2;2;3;1;1;5
"11546";241;5;2;2;2;1;1;2;2;5
"11547";241;5;3;1;2;1;3;2;2;3
"11548";241;5;4;1;1;2;2;2;2;2
"11549";241;6;1;2;1;2;2;1;3;3
"11550";241;6;2;2;2;2;2;2;4;3
"11551";241;6;3;1;1;1;3;2;1;5
"11552";241;6;4;2;2;1;1;2;1;5
"11553";241;7;1;2;1;1;3;1;1;2
"11554";241;7;2;1;2;2;3;1;2;1
"11555";241;7;3;1;1;2;3;2;3;1
"11556";241;7;4;2;2;2;2;1;4;1
"11557";241;8;1;2;2;2;3;1;3;4
"11558";241;8;2;2;2;1;1;2;1;2
"11559";241;8;3;2;1;1;1;2;1;5
"11560";241;8;4;1;1;1;2;1;4;4
"11561";241;9;1;2;2;2;3;1;1;3
"11562";241;9;2;2;2;1;3;1;4;2
"11563";241;9;3;1;2;1;3;1;2;5
"11564";241;9;4;2;2;2;1;1;1;5
"11565";241;10;1;2;2;2;1;2;2;4
"11566";241;10;2;1;2;2;3;2;2;5
"11567";241;10;3;1;2;2;2;1;3;2
"11568";241;10;4;2;1;2;3;1;1;4
"11569";241;11;1;2;1;1;2;1;4;4
"11570";241;11;2;1;1;2;1;1;1;2
"11571";241;11;3;2;1;1;2;1;2;1
"11572";241;11;4;1;2;2;2;2;2;3
"11573";241;12;1;1;2;1;2;1;2;4
"11574";241;12;2;1;1;1;1;1;1;2
"11575";241;12;3;2;1;2;1;2;4;3
"11576";241;12;4;2;1;1;2;2;1;5
"11577";242;1;1;2;2;1;3;2;4;1
"11578";242;1;2;1;2;1;3;2;2;2
"11579";242;1;3;1;2;1;3;2;3;2
"11580";242;1;4;2;1;1;3;2;1;2
"11581";242;2;1;2;2;1;3;1;3;5
"11582";242;2;2;2;1;2;3;2;1;4
"11583";242;2;3;2;1;1;3;1;4;4
"11584";242;2;4;1;1;2;1;2;4;3
"11585";242;3;1;2;1;2;1;2;2;1
"11586";242;3;2;1;2;2;2;1;2;4
"11587";242;3;3;2;1;1;3;1;2;1
"11588";242;3;4;2;1;2;1;2;4;5
"11589";242;4;1;2;2;2;1;1;3;3
"11590";242;4;2;2;2;2;2;1;3;3
"11591";242;4;3;1;1;1;1;2;4;2
"11592";242;4;4;1;2;1;3;1;1;4
"11593";242;5;1;1;1;1;1;2;3;2
"11594";242;5;2;1;1;2;2;2;2;3
"11595";242;5;3;1;2;2;1;1;2;2
"11596";242;5;4;1;1;1;1;1;4;4
"11597";242;6;1;2;1;2;3;1;4;5
"11598";242;6;2;2;2;1;1;2;4;4
"11599";242;6;3;1;2;1;1;1;4;2
"11600";242;6;4;2;2;1;2;1;4;3
"11601";242;7;1;1;2;1;2;2;4;4
"11602";242;7;2;1;2;2;3;2;2;1
"11603";242;7;3;2;1;1;1;1;3;3
"11604";242;7;4;1;1;1;3;1;2;1
"11605";242;8;1;1;1;1;3;1;3;3
"11606";242;8;2;2;2;2;2;2;1;4
"11607";242;8;3;2;1;1;3;2;3;1
"11608";242;8;4;2;2;1;2;2;4;5
"11609";242;9;1;1;1;1;3;2;3;2
"11610";242;9;2;2;1;1;2;1;1;2
"11611";242;9;3;1;1;2;3;1;2;2
"11612";242;9;4;2;2;1;1;2;4;3
"11613";242;10;1;2;2;1;1;2;3;5
"11614";242;10;2;1;1;2;3;1;1;2
"11615";242;10;3;1;1;2;2;2;3;3
"11616";242;10;4;2;1;2;1;1;1;1
"11617";242;11;1;2;1;2;1;1;1;1
"11618";242;11;2;1;2;1;2;2;2;5
"11619";242;11;3;2;2;1;3;2;3;2
"11620";242;11;4;1;1;1;2;1;1;4
"11621";242;12;1;2;2;2;3;1;2;3
"11622";242;12;2;2;2;1;3;2;2;5
"11623";242;12;3;2;2;1;1;1;1;3
"11624";242;12;4;1;2;1;1;1;1;2
"11625";243;1;1;1;1;2;1;2;3;3
"11626";243;1;2;1;2;2;3;1;4;5
"11627";243;1;3;1;1;1;3;2;4;4
"11628";243;1;4;2;1;1;2;2;4;1
"11629";243;2;1;1;2;2;1;1;1;2
"11630";243;2;2;2;1;2;1;1;4;3
"11631";243;2;3;2;1;2;1;1;3;4
"11632";243;2;4;2;2;1;2;2;2;5
"11633";243;3;1;1;1;1;2;2;2;4
"11634";243;3;2;1;2;2;2;1;2;3
"11635";243;3;3;1;2;2;3;2;1;2
"11636";243;3;4;1;2;2;1;2;2;1
"11637";243;4;1;2;2;2;1;2;3;2
"11638";243;4;2;1;2;2;3;2;1;2
"11639";243;4;3;2;2;1;2;1;1;3
"11640";243;4;4;2;2;2;2;2;4;2
"11641";243;5;1;1;2;2;2;1;4;4
"11642";243;5;2;2;2;1;3;1;1;2
"11643";243;5;3;2;1;1;1;1;1;5
"11644";243;5;4;2;2;1;3;2;4;2
"11645";243;6;1;1;1;1;1;2;2;4
"11646";243;6;2;2;1;1;3;1;3;3
"11647";243;6;3;1;1;2;3;1;4;2
"11648";243;6;4;1;1;2;2;2;4;3
"11649";243;7;1;1;2;1;2;1;2;4
"11650";243;7;2;2;2;2;3;1;2;4
"11651";243;7;3;2;2;2;3;2;1;2
"11652";243;7;4;1;1;2;2;2;1;3
"11653";243;8;1;1;2;1;2;2;4;2
"11654";243;8;2;1;1;2;3;1;4;4
"11655";243;8;3;1;2;1;3;1;1;3
"11656";243;8;4;2;2;1;1;1;3;5
"11657";243;9;1;1;1;2;1;2;4;2
"11658";243;9;2;1;1;1;2;2;2;5
"11659";243;9;3;2;2;1;2;1;2;1
"11660";243;9;4;1;2;2;2;1;2;1
"11661";243;10;1;2;2;1;2;1;1;4
"11662";243;10;2;1;1;1;1;2;2;1
"11663";243;10;3;1;1;2;1;2;4;5
"11664";243;10;4;2;2;1;2;1;2;3
"11665";243;11;1;1;1;1;2;2;1;3
"11666";243;11;2;1;1;1;1;1;3;4
"11667";243;11;3;1;1;1;3;1;2;5
"11668";243;11;4;1;1;2;1;1;2;4
"11669";243;12;1;2;2;1;2;2;2;1
"11670";243;12;2;1;2;2;3;1;2;3
"11671";243;12;3;2;1;2;1;1;3;5
"11672";243;12;4;2;1;2;3;2;3;4
"11673";244;1;1;1;2;1;1;2;1;4
"11674";244;1;2;2;2;1;3;2;4;3
"11675";244;1;3;2;2;1;3;1;2;5
"11676";244;1;4;2;1;1;2;2;4;3
"11677";244;2;1;2;1;1;1;2;2;1
"11678";244;2;2;1;2;1;2;1;1;3
"11679";244;2;3;1;2;1;2;2;1;2
"11680";244;2;4;1;1;2;1;2;2;3
"11681";244;3;1;1;2;1;2;2;1;2
"11682";244;3;2;2;1;2;3;1;2;2
"11683";244;3;3;2;2;2;1;2;2;5
"11684";244;3;4;2;1;1;2;1;3;2
"11685";244;4;1;2;1;2;2;1;1;2
"11686";244;4;2;1;2;1;2;1;1;2
"11687";244;4;3;1;1;2;2;1;3;5
"11688";244;4;4;2;2;1;3;1;4;1
"11689";244;5;1;1;1;1;3;2;4;1
"11690";244;5;2;1;1;2;1;1;1;4
"11691";244;5;3;2;1;1;2;1;3;4
"11692";244;5;4;2;2;1;3;2;1;1
"11693";244;6;1;2;1;1;1;2;2;4
"11694";244;6;2;1;2;1;1;2;1;3
"11695";244;6;3;1;2;2;2;2;1;5
"11696";244;6;4;2;1;2;3;1;2;3
"11697";244;7;1;1;2;2;1;2;1;2
"11698";244;7;2;1;1;2;3;2;4;4
"11699";244;7;3;2;2;2;2;1;2;3
"11700";244;7;4;1;2;2;3;2;2;1
"11701";244;8;1;2;1;1;3;1;3;5
"11702";244;8;2;1;2;1;1;1;1;3
"11703";244;8;3;2;2;1;2;1;3;4
"11704";244;8;4;2;2;2;2;2;1;4
"11705";244;9;1;2;1;1;1;2;2;4
"11706";244;9;2;2;2;2;1;1;4;3
"11707";244;9;3;2;2;1;2;1;4;4
"11708";244;9;4;1;1;2;3;2;2;3
"11709";244;10;1;2;1;1;1;2;1;2
"11710";244;10;2;2;2;2;2;1;4;4
"11711";244;10;3;1;1;2;3;1;3;3
"11712";244;10;4;1;2;2;2;1;2;3
"11713";244;11;1;2;1;2;1;1;2;3
"11714";244;11;2;2;1;2;1;1;1;4
"11715";244;11;3;1;2;1;3;2;1;1
"11716";244;11;4;1;1;1;3;1;3;2
"11717";244;12;1;2;2;2;3;2;1;5
"11718";244;12;2;1;1;1;3;2;2;5
"11719";244;12;3;2;1;2;2;2;1;2
"11720";244;12;4;1;1;2;2;1;3;5
"11721";245;1;1;2;1;2;1;2;1;5
"11722";245;1;2;1;1;1;3;2;4;5
"11723";245;1;3;2;1;2;2;2;4;1
"11724";245;1;4;2;2;1;2;2;3;4
"11725";245;2;1;1;1;2;3;1;1;1
"11726";245;2;2;2;2;1;2;1;1;4
"11727";245;2;3;2;1;1;2;1;2;3
"11728";245;2;4;2;1;2;3;2;4;4
"11729";245;3;1;1;1;2;1;2;2;3
"11730";245;3;2;2;1;1;2;1;3;5
"11731";245;3;3;1;1;1;2;2;2;2
"11732";245;3;4;1;2;2;1;2;1;2
"11733";245;4;1;2;1;2;3;1;1;5
"11734";245;4;2;1;1;1;3;2;1;2
"11735";245;4;3;1;2;2;1;1;3;5
"11736";245;4;4;2;2;2;3;2;3;1
"11737";245;5;1;2;1;1;3;1;2;4
"11738";245;5;2;1;1;2;3;1;4;5
"11739";245;5;3;1;2;2;1;2;4;5
"11740";245;5;4;1;2;1;1;1;1;2
"11741";245;6;1;1;1;1;2;1;1;2
"11742";245;6;2;2;2;1;2;2;4;2
"11743";245;6;3;1;1;2;1;1;2;5
"11744";245;6;4;2;2;1;2;2;1;2
"11745";245;7;1;1;2;1;1;2;4;1
"11746";245;7;2;1;1;1;2;1;1;4
"11747";245;7;3;1;2;1;3;2;4;5
"11748";245;7;4;1;1;2;1;2;3;5
"11749";245;8;1;1;1;2;1;1;3;3
"11750";245;8;2;1;2;1;3;2;2;4
"11751";245;8;3;1;1;2;1;1;4;5
"11752";245;8;4;2;1;2;3;1;2;3
"11753";245;9;1;1;2;1;2;1;1;2
"11754";245;9;2;2;2;1;3;1;2;1
"11755";245;9;3;2;2;2;3;2;2;5
"11756";245;9;4;1;1;2;3;1;3;3
"11757";245;10;1;1;2;1;1;2;1;3
"11758";245;10;2;1;2;1;2;2;4;5
"11759";245;10;3;2;2;2;2;1;2;3
"11760";245;10;4;2;1;1;2;1;2;4
"11761";245;11;1;1;1;1;1;2;2;3
"11762";245;11;2;1;1;1;1;2;1;2
"11763";245;11;3;1;1;1;1;2;4;3
"11764";245;11;4;1;1;2;2;1;4;5
"11765";245;12;1;2;1;1;2;2;2;1
"11766";245;12;2;1;1;1;3;2;3;3
"11767";245;12;3;2;1;2;3;1;2;2
"11768";245;12;4;2;2;1;2;2;1;4
"11769";246;1;1;2;1;2;3;2;3;3
"11770";246;1;2;1;1;2;1;2;2;5
"11771";246;1;3;1;2;1;1;2;1;5
"11772";246;1;4;1;2;1;2;2;1;1
"11773";246;2;1;2;1;2;2;1;3;5
"11774";246;2;2;1;2;1;3;2;1;5
"11775";246;2;3;1;1;2;3;2;2;5
"11776";246;2;4;2;2;1;3;1;3;1
"11777";246;3;1;1;1;2;1;1;4;5
"11778";246;3;2;2;2;1;2;1;1;2
"11779";246;3;3;1;1;2;2;1;1;4
"11780";246;3;4;1;2;2;1;1;2;5
"11781";246;4;1;2;2;2;1;2;1;4
"11782";246;4;2;1;2;2;2;2;4;4
"11783";246;4;3;1;2;2;3;2;1;1
"11784";246;4;4;1;1;2;2;2;4;2
"11785";246;5;1;2;2;2;3;1;2;3
"11786";246;5;2;1;1;2;1;1;4;3
"11787";246;5;3;2;2;2;3;2;4;3
"11788";246;5;4;2;2;2;2;1;4;5
"11789";246;6;1;1;1;2;2;2;1;1
"11790";246;6;2;1;2;2;1;2;3;1
"11791";246;6;3;1;1;1;2;2;3;2
"11792";246;6;4;2;2;2;3;1;4;5
"11793";246;7;1;1;1;1;1;1;3;3
"11794";246;7;2;1;1;2;1;1;4;1
"11795";246;7;3;2;1;2;2;1;3;5
"11796";246;7;4;2;2;1;3;2;1;3
"11797";246;8;1;2;2;1;1;1;3;1
"11798";246;8;2;2;2;1;3;2;2;1
"11799";246;8;3;1;1;1;3;2;2;1
"11800";246;8;4;1;2;1;3;2;1;3
"11801";246;9;1;1;2;1;2;1;1;1
"11802";246;9;2;1;2;2;3;1;4;4
"11803";246;9;3;1;2;2;3;2;3;2
"11804";246;9;4;2;2;1;3;1;3;1
"11805";246;10;1;1;1;1;1;1;2;2
"11806";246;10;2;1;1;2;3;1;3;5
"11807";246;10;3;2;1;1;1;2;2;3
"11808";246;10;4;2;1;2;2;2;4;1
"11809";246;11;1;2;2;2;2;2;1;3
"11810";246;11;2;1;1;2;3;1;1;2
"11811";246;11;3;1;2;1;3;2;3;3
"11812";246;11;4;2;2;1;3;1;4;3
"11813";246;12;1;2;2;2;2;1;4;3
"11814";246;12;2;2;1;1;2;2;3;4
"11815";246;12;3;2;2;2;3;2;4;4
"11816";246;12;4;1;2;2;2;2;1;4
"11817";247;1;1;1;1;1;3;2;2;4
"11818";247;1;2;2;1;2;2;1;4;5
"11819";247;1;3;2;2;1;1;2;4;3
"11820";247;1;4;1;2;1;1;1;4;1
"11821";247;2;1;1;1;1;2;2;3;3
"11822";247;2;2;2;1;1;1;2;2;3
"11823";247;2;3;1;1;1;3;1;1;1
"11824";247;2;4;1;1;2;1;1;3;4
"11825";247;3;1;1;1;2;1;1;3;3
"11826";247;3;2;2;1;1;2;1;2;3
"11827";247;3;3;2;1;1;3;2;4;1
"11828";247;3;4;1;2;1;3;1;1;3
"11829";247;4;1;2;2;1;3;1;2;3
"11830";247;4;2;1;2;1;2;1;4;4
"11831";247;4;3;2;2;1;1;2;2;5
"11832";247;4;4;1;1;2;3;1;1;2
"11833";247;5;1;1;1;1;3;1;2;5
"11834";247;5;2;2;2;2;1;1;2;3
"11835";247;5;3;2;2;1;3;2;4;4
"11836";247;5;4;1;2;1;2;2;4;4
"11837";247;6;1;1;1;2;1;1;2;5
"11838";247;6;2;2;1;1;3;1;2;2
"11839";247;6;3;1;1;1;2;2;3;5
"11840";247;6;4;2;2;1;2;1;2;3
"11841";247;7;1;2;1;1;3;1;4;3
"11842";247;7;2;2;2;1;3;1;1;4
"11843";247;7;3;1;1;2;3;2;3;3
